VVLPRN12S59A101H,"Vicolo Tirabassi, 69, 76123, Montegrosso (BT)",Dott. Ida Belletini
MNDSNT81S41L682O,"Rotonda Ezio, 70 Piano 9, 04019, Terracina (LT)",Gloria Bragadin
DDUMLN55T30A447R,"Contrada Biagio, 5, 25060, Marmentino (BS)",Lara Filogamo-Civaschi
TCCLFD89S42I114L,"Rotonda Romina, 99 Piano 3, 87042, Altomonte (CS)",Sylvia Galiazzo
RGNCTN04A24A239F,"Piazza Giulietta, 8 Piano 2, 34148, Trieste (TS)",Dott. Toni Cesarotti
JLNFLP24M64D802P,"Piazza Pincherle, 571 Piano 1, 64011, Alba Adriatica (TE)",Gilberto Ferrazzi
CHGGTN45B58D271J,"Rotonda Farina, 919 Piano 4, 95028, Valverde (CT)",Nadia Leone-Gioberti
VRDGNE54B19F914J,"Contrada Gilberto, 18 Piano 3, 56126, Pisa (PI)",Giuliana Guarato
RSMFDC73M46D538X,"Vicolo Maria, 2, 98161, Messina (ME)",Gianfranco Nitti
CVLMCL54E60I844B,"Strada Vattimo, 633 Appartamento 2, 18021, Borgomaro (IM)",Iolanda Gramsci-Rossetti
RMNNTL31S27F516V,"Strada Borsiere, 2 Appartamento 46, 35024, Bovolenta (PD)",Adriana Trincavelli-Busoni
MTUDLM60T67D640R,"Via Irma, 3, 18021, Borgomaro (IM)",Lando Bondumier
GVNVNS30R13L126K,"Incrocio Alphons, 59 Piano 1, 35012, Camposampiero (PD)",Flavia Scamarcio
TNZPRD32B48G205C,"Piazza Tiziano, 75, 09098, Tanca Marchese (OR)",Dott. Evangelista Petrassi
DNSSTN98C08E154S,"Contrada Gregori, 1 Appartamento 11, 28068, Romentino (NO)",Giampaolo Semitecolo
GLTMRN24A57I759A,"Contrada Quasimodo, 37 Appartamento 4, 85056, Ruoti (PZ)",Nicoletta Garozzo
FRRGRL46A10H779D,"Strada Leone, 65 Appartamento 2, 84065, Piaggine (SA)",Eva Mastandrea
ZNZRFL03H48G435T,"Contrada Marcella, 346, 26018, Trigolo (CR)",Galasso Galiazzo
PLMRLD16C42I686S,"Canale Capuana, 14 Piano 8, 22017, Menaggio (CO)",Giosuè Berengario-Liverotti
GZZLRA52T24F675G,"Borgo Stefani, 3, 42026, Canossa (RE)",Ippazio Mantegazza
NNTCRL19S19I071X,"Vicolo Giannotti, 677, 24059, Basella (BG)",Danilo Romiti
PSRMDA57B41I608K,"Vicolo Zaira, 43, 57034, Campo Nell'Elba (LI)",Giovanni Curci
MTAPRG09T65A566O,"Contrada Torquato, 6 Piano 5, 95035, Maletto (CT)",Lauretta Garobbio
CTRDLA87R30G542B,"Stretto Donà, 886 Piano 4, 28817, Miazzina (VB)",Antonia Calgari
SRDLSN20E06C552W,"Borgo Peano, 13 Piano 5, 87056, Santo Stefano Di Rogliano (CS)",Marcello Cannizzaro
VRNGDI16C01D650Z,"Piazza Morucci, 647 Appartamento 29, 21023, Besozzo (VA)",Ludovica Turrini
BNDLNA60R17F682V,"Rotonda Filippo, 48 Appartamento 8, 33050, Gonars (UD)",Anita Trupiano
MRNPRR16E56L589B,"Canale Geronimo, 51 Piano 4, 36078, Castelvecchio (VI)",Laura Pascarella
PLZGLR90T26L922Z,"Viale Imelda, 50, 55038, San Romano In Garfagnana (LU)",Dott. Giancarlo Torlonia
GBLRSR32A27G195T,"Stretto Boccherini, 75, 28011, Armeno (NO)",Sig.ra Romana Magrassi
VZZLSU90B07M208T,"Stretto Gianni, 8 Appartamento 8, 20871, Vimercate (MB)",Sig. Telemaco Crispi
MRBLRN91B55B268I,"Stretto Stella, 80, 86018, Toro (CB)",Benito Spinola
TRPRNL01S27I501G,"Strada Giorgio, 88 Appartamento 91, 09028, Sestu (CA)",Nico Cherubini
TRZFRC57H56D830W,"Strada Adriana, 782, 20052, Vignate (MI)",Lidia Agostini-Giacometti
DSSPSL41B49C210P,"Viale Ranieri, 16, 03026, Pofi (FR)",Guarino Camicione-Martinelli
BRGNTN15S22A192G,"Incrocio Camillo, 77, 87010, San Basile (CS)",Dott. Patrizia Foletti
FFRLSS66M53L671V,"Rotonda Dino, 4, 20862, Arcore (MB)",Adele Boito-Satta
BSNPNI64H06L219O,"Incrocio Guinizzelli, 84 Appartamento 16, 52100, Puglia (AR)",Giacinto Leonetti
RSPCLR86T64D876U,"Strada Durante, 985 Piano 5, 84017, Montepertuso (SA)",Sig.ra Annunziata Toldo
TRLLND58S03H187L,"Canale Morrocco, 90 Appartamento 33, 98138, Pezzolo (ME)",Aria Salvemini-Tagliafierro
PNCFLP68C57M082R,"Strada Giacconi, 59 Appartamento 85, 87010, San Martino Di Finita (CS)",Donatella Gualtieri
VCLFBZ87A63A113Q,"Vicolo Sagnelli, 4, 35048, Stanghella (PD)",Priscilla Miniati
SRRRNL33A26E531D,"Canale Barracco, 47 Appartamento 94, 60124, Ancona (AN)",Paoletta Treccani
CLRMSM63S58E734R,"Piazza Giulietta, 72 Appartamento 65, 12019, Vernante (CN)",Giada Trillini
PRTGNG08B54F138M,"Borgo Boaga, 2, 06123, Perugia (PG)",Lisa Marini
CBBTNO73A56F371P,"Contrada Sauli, 9 Appartamento 24, 82010, Perrillo (BN)",Tiziana Raurica-Albertini
BDNLNA27C14D835P,"Strada Nina, 15, 12012, Fontanelle (CN)",Licia Muti-Fo
LNFFRC99M11A049Q,"Canale Gilberto, 566 Piano 9, 73016, San Cesario Di Lecce (LE)",Dott. Letizia Michelangeli
MNNVTR83P13F751H,"Incrocio Danilo, 4 Appartamento 4, 28896, Quarna Sotto (VB)",Pomponio Finzi
BTALCN34R61B264R,"Incrocio Finetti, 324, 10125, Torino (TO)",Veronica Asprucci-Druso
SRMNCL91L67I172P,"Borgo Gonzaga, 66, 20079, Basiglio (MI)",Monica Guarneri
SPDGUO30T49A465O,"Contrada Morena, 9 Piano 9, 36033, Isola Vicentina (VI)",Donatello Faggiani
VLLGLI98D56H967U,"Via Gianluca, 46 Appartamento 6, 57123, Livorno (LI)",Dott. Evangelista Zacchia
JLNCRL31L59D901F,"Rotonda Bignami, 97 Appartamento 77, 64014, Villa Rosa Di Martinsicuro (TE)",Giada Ciani
VRGPRD25S70L239I,"Vicolo Crespi, 887 Appartamento 90, 53011, Fonterutoli (SI)",Gianfrancesco Versace
DSSVNN88H54C420H,"Stretto Aria, 54, 33051, Belvedere (UD)",Adamo Medici
FLRNSD02B46B365F,"Stretto Luigi, 564 Piano 4, 47011, Pieve Salutare (FC)",Dott. Tiziano Basso
CMNGVN10P01F417X,"Canale Cesare, 7, 10023, Pessione (TO)",Isabella Saragat
DTTMLI90R69A780Q,"Vicolo Silvestri, 362, 97013, Pedalino (RG)",Sig.ra Gabriella Crespi
MNZBGI45H60C936B,"Canale Orlando, 59, 23018, Talamona (SO)",Baccio Spanevello
SRRMLI91D68F542M,"Piazza Ubaldi, 226, 15059, Monleale (AL)",Sig. Ranieri Puglisi
CRSMCL64D63G579S,"Borgo Gianluigi, 84 Piano 9, 71016, San Severo (FG)",Leopoldo Maglio
RGGRGR52M71D471H,"Strada Cappelli, 28, 80139, Napoli (NA)",Milo Ludovisi
ZNZVLR87P26E662V,"Stretto Coluccio, 568 Piano 8, 12075, Cerisola (CN)",Marissa Rapisardi-Salieri
GNNMRD56T05L223M,"Via Pacillo, 614, 40068, Farneto (BO)",Fiamma Gaggini
NSGTLL07P51E227B,"Rotonda Silvestro, 2 Appartamento 38, 17051, Marina Di Andora (SV)",Marcello Germano
LRDZEI11M47I438T,"Borgo Silvio, 0, 28822, Cannobio (VB)",Rosina Riccati
CLGSNO82L07M122O,"Canale Chiara, 7 Appartamento 6, 86048, Sant'Elia A Pianisi (CB)",Alessio Vercelloni
CSTGLR19H70D798Q,"Strada Pisani, 21, 12063, Dogliani (CN)",Maria Marcacci
PZZGSI27L42C884K,"Incrocio Umberto, 2, 06122, Perugia (PG)",Sig. Romolo Boccherini
BRDMRL28M70B939K,"Vicolo Buonauro, 54 Piano 3, 20068, Bettola (MI)",Sig.ra Dolores Tomaselli
DPRGLN05S42A196A,"Piazza Pavarotti, 80, 35046, Saletto (PD)",Lidia Comolli
CRCNTN64C58L555B,"Stretto Chigi, 616 Piano 7, 39019, Tirol (BZ)",Giuseppe Capone
BJMGDU12D53B428I,"Piazza Gentilini, 312, 26027, Rivolta D'Adda (CR)",Gustavo Gozzi
MNGGRG62L59B272B,"Incrocio Benito, 191, 42028, Poviglio (RE)",Giustino Viviani
GRGFMM60P16C661J,"Viale Dino, 37 Appartamento 31, 46024, Moglia (MN)",Luchino Biagiotti
RBBVNC64E62M267B,"Contrada Tozzi, 17, 20058, Zibido San Giacomo (MI)",Ennio Catalano
GLGSNT68A58L799W,"Piazza Nico, 92 Piano 1, 34147, Trieste (TS)",Clelia Comolli
SDDMLI15C63H856L,"Canale Giancarlo, 2 Appartamento 8, 19100, La Spezia (SP)",Nedda Finetti
TMSNDA72P04I423L,"Stretto Camiscione, 43, 28844, Villadossola (VB)",Maria Tartaglia
TRVLNR44P25G435V,"Stretto Vidoni, 56, 37059, Zevio (VR)",Simonetta Pagnotto
MNGNNS23T30B681R,"Via Bodoni, 75 Piano 6, 33100, Baldasseria (UD)",Dott. Fausto Pratesi
TSSNNL76B48A514B,"Contrada Curiel, 7 Piano 7, 25045, Castegnato (BS)",Alderano Infantino
CBBPMN86A63H573V,"Canale Giannone, 940, 06059, Todi (PG)",Emma Turchi
FCNTZN78C66G728D,"Rotonda Fausto, 555, 86025, Ripalimosani (CB)",Romeo Trevisani
SDDMLN88A07D119R,"Borgo Pier, 562 Appartamento 5, 81027, Cancello Di Ferrovia (CE)",Gaspare Panatta-Quasimodo
LNZCRI38C57G949W,"Piazza Ottino, 2 Appartamento 3, 73042, Casarano (LE)",Arnulfo Morrocco
CPPFRN27L05F793M,"Via Bataglia, 24 Appartamento 77, 28899, Arola (VB)",Ornella Vigliotti
FLTBRT58D62B648O,"Vicolo Amato, 37 Piano 1, 14024, Moncucco Torinese (AT)",Bartolomeo Delle
SLNSNR28C29D469W,"Canale Vigorelli, 0 Piano 3, 13011, Isolella (VC)",Mercedes Manunta
VSNLCN09D28D258R,"Incrocio Celentano, 3 Piano 6, 90132, Palermo (PA)",Manuel Faranda
MNZMRN73C09B577P,"Vicolo Bernardini, 5 Piano 9, 13818, Tollegno (BI)",Serena Trincavelli
GLRDRN64P26M326D,"Vicolo Mazzini, 1, 73050, Santa Chiara Di Nardo' (LE)",Benedetto Flaiano
VRRRNT95D41I615J,"Contrada Rizzoli, 82 Appartamento 81, 42042, Fabbrico (RE)",Daria Camuccini
NTTTNN86D62F065R,"Rotonda Polani, 30 Appartamento 9, 35038, Torreglia (PD)",Corrado Aporti-Nicolini
FRNDIA64L16A346H,"Viale Ferrante, 97, 47035, Gambettola (FC)",Milena Casalodi
PLMDMN04P68F904E,"Rotonda Ivo, 74, 98050, Malfa (ME)",Dott. Torquato Pedrazzini
SMTSNO37D27H514E,"Vicolo Marenzio, 873, 91100, San Giuliano Trentapiedi (TP)",Concetta Brunelleschi
CVNGLR74P05G157I,"Piazza Marissa, 10 Piano 9, 31052, Maserada Sul Piave (TV)",Lina Sordi
CRECRD51H44L807F,"Stretto Ossola, 97 Appartamento 80, 20070, Vizzolo Predabissi (MI)",Dott. Alberto Bompiani
NDEMRD16H27B511I,"Via Marina, 79, 11014, Saint Oyen (AO)",Sig. Cipriano Maderno
RCCFRC75C50G808D,"Canale Foconi, 33, 66052, Gissi (CH)",Dott. Lucia Zoppetto
MPSCSN53D57C801I,"Canale Fagiani, 941 Piano 0, 50061, Compiobbi (FI)",Adele Chinnici
CSGSMN96S42E968D,"Incrocio Massimo, 194, 25024, Castelletto Di Leno (BS)",Luisa Poerio
MNNRMR92H62F822D,"Canale Edoardo, 5 Appartamento 1, 91027, Nubia (TP)",Patrizio Pavone-Ariasso
VSPRSN50R15F275I,"Borgo Giorgio, 71, 44121, Ferrara (FE)",Elvira Acerbi-Abate
MSCLNA95T22A387V,"Contrada Gioacchino, 83, 24030, Valbrembo (BG)",Dott. Pina Valier
GBBMRC58M61F078L,"Rotonda Ferdinando, 2 Appartamento 54, 89819, Monterosso Calabro (VV)",Sig.ra Alessia Guariento
SRNLCN35T70F483L,"Vicolo Durante, 746 Piano 9, 73014, Gallipoli (LE)",Etta Novaro
TRBGSR18R53I562W,"Stretto Bergoglio, 58, 61033, Fermignano (PU)",Giulietta Vercelloni
BNDNTL30L20I622Y,"Strada Panzera, 7 Piano 1, 82031, Amorosi (BN)",Sig.ra Isabella Delle
RBBSVD63R51C357Y,"Stretto Luca, 62 Piano 9, 41025, Acquaria (MO)",Sig. Luchino Campise
FGNNNS43S09B181O,"Canale Eraldo, 6, 34125, Trieste (TS)",Sig. Gianfranco Eco
RGGLRI93L24A085N,"Contrada Gianfrancesco, 42 Piano 3, 95034, Bronte (CT)",Caterina Puglisi
LGNRSN61M42A834Q,"Canale Golgi, 9, 38033, Carano (TN)",Ermes Gasperi
NNZTZN80R15B845H,"Incrocio Claudia, 7, 25054, Marone (BS)",Guglielmo Marconi
MLNCRL84P45E520D,"Contrada Alderano, 55, 40124, Bologna (BO)",Nedda Farinelli
CRELBT98C46D462H,"Stretto Ettore, 396 Piano 9, 08026, Orani (NU)",Piergiuseppe Ferragamo-Moresi
NDRSTN63R22E563J,"Viale Giannelli, 15 Piano 8, 40138, Bologna (BO)",Sig.ra Adelasia Boitani
GNNTZN86M23I185C,"Vicolo Respighi, 896 Piano 4, 24019, Poscante (BG)",Lina Martinelli
GLRGSN50H54H802K,"Canale Antonio, 9, 15064, Fresonara (AL)",Donatella Pizziol-Fo
GRBGRG29C04M214D,"Canale Pietrangeli, 44, 28897, Fornero (VB)",Bartolomeo Barcella
VGLLGO30P28G522N,"Stretto Teresa, 995 Appartamento 19, 89100, Reggio Calabria (RC)",Cristina Nordio
GGLLSI54L11C240M,"Borgo Mirko, 44, 71038, Pietramontecorvino (FG)",Leone Nicolini-Donati
CLIFRN25T47B079G,"Strada Palombi, 417, 70122, Bari (BA)",Dott. Erika Zichichi
SQRBNN42E57C847Y,"Strada Benito, 10 Appartamento 3, 46037, Casale (MN)",Salvi Cugia
GBBLND99C48M431C,"Strada Niccolò, 19, 24023, Clusone (BG)",Osvaldo Errani
FNTLCZ99M29L892O,"Borgo Giuseppina, 576 Appartamento 93, 70016, Parco Scizzo (BA)",Dott. Claudio Barozzi
NTRLDA53C61E010V,"Vicolo Galiazzo, 920 Piano 7, 95017, Presa (CT)",Maria Piazzi
GHUGCM45B45C306M,"Borgo Isa, 18 Appartamento 3, 75019, Tricarico (MT)",Bruno Lombroso
TRTPCC45T66D284L,"Vicolo Piane, 0 Piano 3, 95019, Sarro (CT)",Gino Gulotta
CMBRMN88S47M065B,"Vicolo Riccardi, 751 Appartamento 6, 80044, Ottaviano (NA)",Filippa Piacentini-Cicala
MSTLNA29E13E731G,"Piazza Lazzaro, 68 Piano 1, 00079, Rocca Priora (RM)",Annunziata Lussu
MRSFRN31T10M341Q,"Stretto Serafina, 26, 12025, Montemale Di Cuneo (CN)",Emma Andreotti
VCLFLV86T57L444K,"Rotonda Angelina, 0, 37022, Cavalo (VR)",Franco Manacorda
CFRLLD78E64G934U,"Stretto Gabba, 6 Appartamento 79, 67064, Pereto (AQ)",Sig.ra Paulina Casalodi
GZZDMA93P59D021N,"Vicolo Interminelli, 5 Appartamento 40, 81012, Marciano Freddo (CE)",Eugenia Celentano
CCCSTN71T05B281M,"Contrada Pacetti, 480, 87027, Paola (CS)",Lucrezia Castiglione
CCEPLT11M14B525I,"Strada Giada, 8, 86089, Villa San Michele (IS)",Martino Molesini
TZZNTA95P14H723F,"Strada Cesare, 0 Piano 3, 23022, Bette (SO)",Dina Bartoli
TRVBNT84B57E799V,"Borgo Alderano, 7, 22100, Como (CO)",Sergius Ludovisi
RSSMRN78C17B176M,"Vicolo Bruno, 82, 30135, Santa Croce (VE)",Ludovico Caracciolo
FGGMNC31B25E022Z,"Strada Manunta, 96, 28845, Domodossola (VB)",Marta Bramante
TRRSLV86S46C356L,"Canale Ariosto, 87 Appartamento 3, 53048, Scrofiano (SI)",Virginia Dallapé-Chigi
GLTDLA56H09D234U,"Contrada Franzese, 49, 14049, Nizza Monferrato (AT)",Sig.ra Aurora Chiaramonte
GRBLMR94S42C076T,"Piazza Guarino, 852, 80142, Napoli (NA)",Corrado Toninelli
TPLSTN25S21B250K,"Rotonda Gussoni, 726, 35021, Agna (PD)",Eva Gramsci-Fantini
VRRSSN26E16I549E,"Canale Fiorino, 4, 23844, Sirone (LC)",Marissa Bompiani
STRGRG33R17D796J,"Contrada Seddio, 733 Piano 3, 27058, Voghera (PV)",Morena Pucci
BLDLVI79C45D266U,"Via Teresa, 1, 23885, Arlate (LC)",Stefani Catalano
CMCLLR30P29A506L,"Contrada Erika, 73 Piano 5, 95100, Catania (CT)",Margherita Calarco
LGNLCU12M46M351Z,"Incrocio Rodolfo, 469, 81059, Santa Lucia (CE)",Victoria Bertolucci
SCTPLA75D11D545G,"Canale Maria, 474 Appartamento 93, 20865, Usmate Velate (MB)",Giuseppe Bellò-Farinelli
BRGSTN14E62A646F,"Piazza Patrizia, 56, 60124, Ancona (AN)",Pietro Leopardi
BCSVLT93D15D101C,"Contrada Babbo, 8, 10135, Torino (TO)",Alphons Botticelli
LNZPRS14T54C359S,"Piazza Maderno, 797, 12013, Chiusa Di Pesio (CN)",Etta Aporti
MNNLVI60D61F109E,"Rotonda Brugnaro, 397 Appartamento 49, 29100, San Lazzaro Alberoni (PC)",Gioacchino Zetticci-Chindamo
MCHJLD51S10I704L,"Via Massimiliano, 92 Appartamento 80, 31037, Bessica (TV)",Nanni Soranzo-Murialdo
GRNRSL14L03L013X,"Stretto Etta, 27, 92026, Favara (AG)",Valeria Mazzocchi
GLDRFL70P64F777Z,"Piazza Zetticci, 87, 14011, Baldichieri D'Asti (AT)",Eleanora Corcos-Botta
TRPLVR54R13D010H,"Contrada Marina, 35, 67034, Pettorano Sul Gizio (AQ)",Dott. Alessandro Grifeo
CLLVNS32D29E147N,"Rotonda Casale, 8, 93013, Mazzarino (CL)",Licia Cattaneo
FDRRMN45L51B999R,"Contrada Salvatore, 57, 37069, Quaderni (VR)",Morena Rusticucci
GGLRSN45E63A218Y,"Rotonda Ettore, 71, 07011, Bono (SS)",Gioachino Gritti
ZCCLGO54A13L795Q,"Vicolo Severino, 40, 90024, Gangi (PA)",Natalia Stein
BTTGDI88H14H958E,"Contrada Beccaria, 22 Appartamento 93, 63081, San Silvestro (AP)",Dott. Gabriella Savorgnan
SDDLCI81M08G687T,"Rotonda Canova, 54 Appartamento 69, 56031, Quattro Strade (PI)",Ferdinando Vattimo-Serraglio
CHRLSI62A28H514Q,"Viale Pietro, 4 Piano 4, 23025, Campo (SO)",Tatiana Barcaccia-Gregori
ZCCRMN61M62D402K,"Viale Lodovico, 96, 06034, Fiamenga (PG)",Dott. Benedetto Gozzi
BNNPTZ47C48G455I,"Rotonda Ermes, 476, 20863, Concorezzo (MB)",Lidia Sagredo
MRLRMN78T51G488R,"Piazza Olga, 67 Piano 5, 26039, Ca' De' Stefani (CR)",Arsenio Cundari
SRNPRG24S54I056M,"Stretto Trupiano, 396 Piano 5, 28819, Vignone (VB)",Valentina Petrocelli
PDVRMD07L47A055C,"Viale Camillo, 74, 23883, Beverate (LC)",Martino Traetta
CNTLSI15M29H918B,"Rotonda Girolamo, 630 Appartamento 18, 55039, Sillano Giuncugnano (LU)",Amanda Branciforte
BTTLNA85C20C971W,"Via Buonauro, 8, 16027, Propata (GE)",Dott. Amleto Mazzini
FSNMRH96H04C055W,"Vicolo Goffredo, 129 Piano 7, 82019, Sant'Agata De' Goti (BN)",Silvia Tedesco
TRMLSU09B09D255T,"Borgo Corrado, 364, 25041, Boario Terme (BS)",Coriolano Vento-Bandello
MTAMCL47D04L195B,"Via Emanuelli, 597, 80079, Procida (NA)",Beppe Raimondi
PGLSRN64T27H738U,"Rotonda Trapanese, 42, 67057, Venere (AQ)",Dott. Gioacchino Bernetti
PZZMRS04B28L335T,"Vicolo Ioppi, 6 Piano 8, 07043, Bonnanaro (SS)",Vittorio Castiglione
CNLGCM80D67A756B,"Rotonda Zaccardo, 51 Piano 6, 88021, Roccelletta (CZ)",Fabia Giannuzzi
GRZPRI15D46A630G,"Strada Franco, 33 Piano 4, 06066, Piegaro (PG)",Victoria Zarlino
FDRGSR05M64H683F,"Stretto Guglielmo, 929 Appartamento 9, 55051, Castelvecchio Pascoli (LU)",Aurora Valentino-Tropea
VSPLGN95L13F267L,"Stretto Donarelli, 143 Appartamento 0, 12026, Piasco (CN)",Gianluca Bernardi
VLRNTL93T20L049P,"Strada Pavone, 3, 24021, Desenzano Al Serio (BG)",Dott. Lazzaro Rastelli
PNTMNL55H42H757H,"Stretto Parini, 12, 00137, Roma (RM)",Lucio Mantegna
MLPMBT73R71A210B,"Borgo Sandra, 64 Appartamento 23, 85015, Oppido Lucano (PZ)",Ottone Crispi-Lerner
GNSBRN71L57E069I,"Viale Mannoia, 64 Appartamento 37, 48025, Riolo Terme (RA)",Rosina Ruggieri-Collodi
MZZSLT93C47C901Y,"Rotonda Pasqual, 2 Appartamento 8, 74121, Taranto (TA)",Dott. Etta Gucci
PZZCSN41D44E473F,"Contrada Antonina, 1 Appartamento 4, 15077, Predosa (AL)",Gloria Favata
FRRNTN00L42H591R,"Strada Pomponio, 3 Appartamento 58, 22075, Lurate Caccivio (CO)",Bartolomeo Papetti
TRCLSS87L16B934B,"Borgo Tiepolo, 35 Piano 7, 28812, Aurano (VB)",Umberto Bragaglia
MNNFLP06T04C917Q,"Incrocio Ferraris, 31, 24067, Sarnico (BG)",Gianfranco Perozzo
FLRDNI46S69A713M,"Via Guarino, 39, 02049, Torri In Sabina (RI)",Antonina Sagnelli-Gulotta
MSCBNT44C45C440C,"Canale Falloppio, 5 Piano 0, 17010, Osiglia (SV)",Gianluigi Sforza
CVLRNL14B23A690M,"Via Serafina, 81 Appartamento 8, 00035, Olevano Romano (RM)",Ludovico Pietrangeli-Binaghi
LNFTNI50P03H126U,"Viale Arsenio, 2, 54035, Caniparola (MS)",Antonella Vittadello
TNCDIA97L20L751S,"Stretto Fattori, 13, 13049, Tronzano Vercellese (VC)",Giulio Matteotti-Petralli
CNNNTT62A23G475Q,"Rotonda Bonomo, 90 Appartamento 33, 21015, Tornavento (VA)",Sig.ra Berenice Speri
RSSGCN14S52H480J,"Piazza Paloma, 74 Appartamento 3, 11012, Epinel (AO)",Beatrice Legnante
PRTZGL36H46G315F,"Canale Nicoletta, 9 Appartamento 8, 15058, Viguzzolo (AL)",Sig.ra Fabia Casellati
BRNSRS21D67C812O,"Strada Marco, 7, 24047, Geromina (BG)",Orlando Saffi
CRSDLM97M48H850Y,"Contrada Pellegrini, 6, 83048, Montella (AV)",Erika Marazzi
LMBLNE40T41I124T,"Canale Bellini, 377, 65014, Loreto Aprutino (PE)",Virginia Grassi
MNZSLT86T49D933L,"Vicolo Rubbia, 617 Piano 1, 02047, Castel San Pietro (RI)",Sergius Bragadin
STRGRL53S09L090F,"Viale Saffi, 74, 01035, Scalo Teverina (VT)",Guglielmo Soprano
PCCPLG11B64G780F,"Piazza Baccio, 4, 09098, Tanca Marchese (OR)",Amedeo Ficino
ZPPRMN55L64C361L,"Via Fabrizia, 80 Appartamento 84, 45037, Melara (RO)",Francesco Busoni-Pizzamano
NZGPTZ79M59L124Y,"Rotonda Domenico, 22 Piano 7, 67030, Roccacasale (AQ)",Baccio Padovano
BNLGNL39P69E563A,"Borgo Segni, 64 Appartamento 97, 10141, Torino (TO)",Sole Antonioni
FRCLNI04L18H781F,"Incrocio Nicoletta, 17 Piano 6, 11024, Pontey (AO)",Rosaria Falloppio-Fieramosca
PTRLNI30A09G300I,"Strada Mariano, 92 Appartamento 2, 83100, Bellizzi Irpino (AV)",Fabrizio Calvo
BRGMME00T26H326Z,"Borgo Carriera, 0, 84048, Santa Maria Di Castellabate (SA)",Carolina Romagnoli
GLTPRN71R60G096K,"Canale Galeati, 416 Piano 4, 46037, Villa Garibaldi (MN)",Giovanni Montanari
TZZLFA35R55A236R,"Rotonda Armando, 46, 26851, Borgo San Giovanni (LO)",Adriano Bruno
RMNRLD13B60I110G,"Strada Silvestro, 39, 86010, Tufara (CB)",Corrado Sagredo
NSGGDU32S67L506N,"Viale Piersanti, 95, 23821, Abbadia Lariana (LC)",Stefani Bertoni
BRCLRI18T31D871Z,"Stretto Gioberti, 29 Appartamento 3, 67068, Cappelle Dei Marsi (AQ)",Liliana Papetti
PRCGUO15A47E364K,"Borgo Loretta, 43, 08026, Orani (NU)",Susanna Parisi
LNGLSU36H19L933N,"Canale Fausto, 38 Appartamento 9, 57021, Stazione Di Campiglia Marittima (LI)",Dott. Flavia Finotto
BRBVLR67M41L122R,"Contrada Virginia, 88, 61030, Cartoceto (PU)",Alfio Sabatini
RZZNCL88H42C207G,"Rotonda Mazzi, 45, 88050, Petrizia (CZ)",Calogero Farina
TRCRLD29B56G203I,"Strada Solari, 497, 80020, Casavatore (NA)",Salvatore Panicucci
PSNGNE89M01H429A,"Strada Flora, 512, 25135, Caionvico (BS)",Margherita Pisani
QRNCRL21L56L469L,"Piazza Maggioli, 12 Piano 2, 61028, Sassocorvaro (PU)",Manuel Corcos-Cristoforetti
GLZMRN44D20H384G,"Borgo Matilda, 3 Piano 9, 24014, Piazza Brembana (BG)",Augusto Odescalchi
DROFLP57P19A490T,"Strada Malatesta, 18 Appartamento 75, 53037, Badia A Elmi (SI)",Sig.ra Annunziata Scarpetta
RDEVLR24B63M158Q,"Contrada Zoppetto, 0 Appartamento 6, 25011, Ponte San Marco (BS)",Natalia Vittadello
FRRLLR10E09F851Z,"Vicolo Barzini, 4, 67069, Villa San Sebastiano (AQ)",Clelia Calgari
GRRGRL82C10E738G,"Contrada Mascagni, 655 Appartamento 64, 02026, Rocca Sinibalda (RI)",Natalia Verdone
NGGVEA41D05D767O,"Stretto Greca, 81, 66017, Palena (CH)",Tiziana Venditti
MEOGLN66A27D038T,"Rotonda Tornatore, 25, 64039, Penna Sant'Andrea (TE)",Elisa Abba
PLCLSE05A12C928Z,"Canale Alessia, 7, 29027, San Polo (PC)",Sig. Arsenio Galtarossa
CMSGLM22C14F214P,"Vicolo Mancini, 44, 20094, Corsico (MI)",Dott. Victoria Cherubini
PLLLCU03L58F116D,"Piazza Nicola, 8, 43052, Colorno (PR)",Roman Accardo
BRCDRN64M62F849N,"Incrocio Gian, 962 Piano 9, 02011, Grisciano (RI)",Antonello Zanichelli
TRMSTN65R26A762L,"Contrada Angelica, 62 Appartamento 7, 04016, Borgo San Donato (LT)",Dott. Adelmo Antonioni
RCCLLN17P24H266T,"Borgo Torquato, 52, 17030, Castelbianco (SV)",Aurora Antonucci
LGRMRL70D62H304D,"Canale Tiepolo, 9, 12014, Festiona (CN)",Dolores Gaiatto
BRNGCB83B64L788L,"Stretto Ferdinando, 63 Appartamento 15, 20815, Cogliate (MB)",Antonella Andreozzi
RNZMCL81C14C479Q,"Piazza Antonacci, 99 Piano 2, 95014, San Leonardello (CT)",Martina Lucarelli
CVLGRG67L52I529A,"Viale Luigina, 648 Piano 8, 20097, Metanopoli (MI)",Gabriella Cassarà
CMMLVI75A54A357A,"Strada Calvo, 1 Piano 2, 00036, Palestrina (RM)",Dott. Salvi Sorrentino
VRSLRA70D21G429S,"Piazza Passalacqua, 83, 08045, Lanusei (NU)",Valeria Vecellio
RNSSRN57A10D105H,"Canale Verdone, 66 Appartamento 5, 06025, Gaifana (PG)",Marco Porzio
FSLDNL21M55L605U,"Rotonda Bernardo, 8, 08030, Belvi (NU)",Gemma Borsiere
